Address,City,Name,source_url
"800 Commissioners Rd E, ON N6A 5W9",London,London Health Sciences Centre,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"339 Windermere Rd, ON N6A 5A5",London,London Health Sciences Centre - University Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"800 Commissioners Rd E, ON N6A 5W9",London,London Health Sciences Centre - Victoria Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"29 Noxon St, ON N5C 1B8",Ingersoll,Rural Roads Health Services - Alexandra Hospital Ingersoll,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"24 Centennial Dr, PO Box 99, ON N0K 1W0",Seaforth,Seaforth Community Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"21 McGivern St, ON N0G 2V0",Walkerton,South Bruce Grey Health Centre,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"39 2nd St SE, ON N0G 1L0",Chesley,South Bruce Grey Health Centre - Chesley,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"320 College St N, PO Box 638, ON N0G 1R0",Durham,South Bruce Grey Health Centre - Durham,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"1199 Queen St, ON N2Z 1G6",Kincardine,South Bruce Grey Health Centre - Kincardine,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"21 McGivern St, ON N0G 2V0",Walkerton,South Bruce Grey Health Centre - Walkerton,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"268 Grosvenor St, ON N6A 4V2",London,St Joseph's Health Care London,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"550 Wellington Rd, ON N6A 4V2",London,St Joseph's Health Care London - Parkwood Institute,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"401 Sunset Dr, ON N5R 3C6",St Thomas,St Joseph's Health Care London - Southwest Centre for Forensic Mental Health Care,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"268 Grosvenor St, ON N6A 4V2",London,St Joseph's Health Care London - St Joseph's Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
"267 Queen St W, Box 940, ON N4X 1B6",St Marys,St Marys Memorial Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
46 General Hospital Dr,Stratford,Stratford General Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
395 Carrie St,Strathroy,Strathroy Middlesex General Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
167 Rolph St,Tillsonburg,Tillsonburg District Memorial Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
270 Carling Terrace,Wingham,Wingham and District Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
310 Juliana Dr,Woodstock,Woodstock Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
459 Hume St,Collingwood,Collingwood General and Marine Hospital,https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
555 University Ave,Toronto,Hospital for Sick Children (The),https://www.canada.ca/en/public-health/corporate/publications/chief-public-health-officer-reports-state-public-health-canada/working-together-thrive-well-being-public-health-2025/report.html
600 University Avenue,Toronto,Mount Sinai Hospital,http://www.ontario.ca/page/published-plans-and-annual-reports-2023-2024-ministry-health
1 Bridgepoint Drive,Toronto,Hennick Bridgepoint Hospital,http://www.ontario.ca/page/published-plans-and-annual-reports-2023-2024-ministry-health
600 University Avenue,Toronto,Mount Sinai Hospital,https://datadiscovery.nlm.nih.gov/api/views/vp2h-kf33/rows.csv?accessType=DOWNLOAD
75 Parkview Road,Hagersville,West Haldimand General Hospital,https://data.ontario.ca/dataset/8ba078b2-ca9b-44c1-b5db-9674d85421f9/resource/c60993bb-3988-4648-9be9-398dee480514/download/assessment_centre_locations.csv
2100 Bovaird Drive East,Brampton,Brampton Civic Hospital,https://data.ontario.ca/dataset/?_update_frequency_limit=0&organization_jurisdiction=provincial&_res_format_limit=0&_organization_limit=0&access_level=open&sort=views_recent+desc&keywords_en=Education+and+Training
101 Humber College Boulevard,Etobicoke,Etobicoke General Hospital,https://data.ontario.ca/dataset/?_update_frequency_limit=0&organization_jurisdiction=provincial&_res_format_limit=0&_organization_limit=0&access_level=open&sort=views_recent+desc&keywords_en=Education+and+Training
20 Lynch Street,Brampton,Peel Memorial Centre for Integrated Health and Wellness,https://data.ontario.ca/dataset/?_update_frequency_limit=0&organization_jurisdiction=provincial&_res_format_limit=0&_organization_limit=0&access_level=open&sort=views_recent+desc&keywords_en=Education+and+Training
200 Church Street,Etobicoke,Reactivation Care Centre,https://data.ontario.ca/dataset/?_update_frequency_limit=0&organization_jurisdiction=provincial&_res_format_limit=0&_organization_limit=0&access_level=open&sort=views_recent+desc&keywords_en=Education+and+Training
135 McLaughlin Road South,Brampton,Withdrawal Management Centre,https://data.ontario.ca/dataset/?_update_frequency_limit=0&organization_jurisdiction=provincial&_res_format_limit=0&_organization_limit=0&access_level=open&sort=views_recent+desc&keywords_en=Education+and+Training
"55 Eccles Street, Ottawa, ON K1R 6S3",Ottawa,Somerset West Community Health Centre - Eccles Branch,https://michaelminn.net/tutorials/data/2020-hospitals.csv
"30 Rosemount Avenue, Ottawa, ON K1Y 1P4",Ottawa,Somerset West Community Health Centre - Rosemount Branch,https://michaelminn.net/tutorials/data/2020-hospitals.csv
101 Humber College Boulevard,Etobicoke,Etobicoke General Hospital,https://www.google.com/maps/dir/
2100 Bovaird Drive East,Brampton,Brampton Civic Hospital,https://www.google.com/maps/dir/
101 Humber College Boulevard,Etobicoke,Etobicoke General Hospital,https://www.google.com/maps/dir/
20 Lynch Street,Brampton,Peel Memorial Centre for Integrated Health and Wellness,https://www.google.com/maps/dir/
200 Church Street,Etobicoke,Reactivation Care Centre,https://www.google.com/maps/dir/
135 McLaughlin Road South,Brampton,Withdrawal Management Centre,https://www.google.com/maps/dir/
"2863 Ellesmere Rd, Suite 208, Toronto, ON M1E 4B9",Toronto,Scarborough Health Network - Centenary Site - Urgent Care Centre,https://www.haltonhealthcare.on.ca/locations/milton-district-hospital
"Our Lady of Mercy (OLM) Wing, 3rd Fl, 100 Sunnyside Ave, Toronto, ON M6R 2P1",Toronto,Unity Health Toronto - St Joseph's Health Centre - Paediatrics - CIBC Just for Kids Clinic - Children's Walk-in Clinic,https://www.haltonhealthcare.on.ca/locations/milton-district-hospital
200 Elizabeth Street,Toronto,Toronto General Hospital,https://www.rvh.on.ca/patients-visitors/directions-maps/
"2100 Bovaird Dr E, Brampton, ON L6R 3J7",Brampton,William Osler Health System,https://unityhealth.to/locations/st-michaels-hospital/
"381 Church st, Markham, ON L3P 7P3",Markham,Markham Stouffville Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"101 Humber College Blvd, Etobicoke, ON M9V 1R8",Etobicoke,William Osler Health System,https://unityhealth.to/locations/st-michaels-hospital/
"20 Lynch St, Brampton, ON L6W 2Z8",Brampton,William Osler Health System,https://unityhealth.to/locations/st-michaels-hospital/
"30 Bond St, Toronto, ON M5B 1W8",Toronto,St Michael's Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"7750 Bayview Avenue, Thornhill, ON L3T 4A3",Thornhill,Shouldice Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"65 Underwriters Rd, Scarborough, ON M1R 3B4",Scarborough,Zee Medical Service,https://unityhealth.to/locations/st-michaels-hospital/
"3276 St Clair Ave E, Scarborough, ON M1L 1W1",Scarborough,Providence Healthcare,https://unityhealth.to/locations/st-michaels-hospital/
"9600 Bathurst St, Maple, ON L6A 3Z8",Maple,Mount Sinai Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"600 University Ave, Toronto, ON M5G 1X5",Toronto,Mount Sinai Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"2111 Finch Ave W, North York, ON M3N 1N1",North York,Humber River,https://unityhealth.to/locations/st-michaels-hospital/
"B119-600 University Ave, Toronto, ON M5G 1X5",Toronto,Mount Sinai Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"250 Dundas St W 7th Fl, Toronto, ON M5T 2Z5",Toronto,Mount Sinai Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"76 Grenville St, Toronto, ON M5S 1B2",Toronto,Women's College Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"2769 Dundas St W, Toronto, ON M6P 1Y4",Toronto,St Joseph's Health Centre,https://unityhealth.to/locations/st-michaels-hospital/
"596 Davis Dr, Newmarket, ON L3Y 2P9",Newmarket,Southlake Regional Health Centre,https://unityhealth.to/locations/st-michaels-hospital/
"700 Gordon St, Whitby, ON L1N 5S9",Whitby,Ontario Shores Centre for Mental Health Sciences,https://unityhealth.to/locations/st-michaels-hospital/
"13085 Yonge St, Richmond Hill, ON L4E 3S8",Richmond Hill,Oakridges Medical Center,https://unityhealth.to/locations/st-michaels-hospital/
"13175 Yonge St, Richmond Hill, ON L4E 0G6",Richmond Hill,Markham Stouffville Hospi,https://unityhealth.to/locations/st-michaels-hospital/
"13311 Yonge St, Richmond Hill, ON L4E 3L6",Richmond Hill,Mackenzie Health,https://unityhealth.to/locations/st-michaels-hospital/
"200 Élizabeth St S, Brampton, ON L6Y 1S1",Brampton,Brent Michael Dr Toronto Western Hospital,https://unityhealth.to/locations/st-michaels-hospital/
"179 Moffatt Ave, Brampton, ON L6Y 4R3",Brampton,Hospitality Needs,https://unityhealth.to/locations/st-michaels-hospital/
"80 Clémentine Dr, Brampton, ON L6Y 0L8",Brampton,Advanced Cardio Diagnostics,https://unityhealth.to/locations/st-michaels-hospital/
29 Noxon Street,Ingersoll,Alexandra Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
120 Napier Street,Goderich,Alexandra Marine & General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
75 Spring Street,Almonte,Almonte General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
58 Anson Drive,Iroquois Falls,Anson General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
350 John Street North,Arnprior,Arnprior and District Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
120 Dorothy Street,Atikokan,Atikokan General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
3560 Bathurst Street,Toronto,Baycrest Center for Geriatric Care,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
507 8th Ave,Matheson,Bingham Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
525 Causley Street,Blind River,Blind River District Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
89 Norman Street,Sarnia,"Bluewater Health, Sarnia",http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
200 Terrace Hill Street,Brantford,Brant Community Healthcare System,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
14 St. Matthews Road,Toronto,Bridgepoint Health,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
75 Charles Street,Brockville,Brockville General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
43 Bruyere Street,Ottawa,Bruyere Continuing Care,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
700 Coronation Blvd.,Cambridge,Cambridge Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
146 Oliver Road,Campbellford,Campbellford Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
211 Lake Avenue East,Carleton Place,Carleton Place & District Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
901 King Street West,Toronto,Centre for Addiction & Mental Health,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
6 Broomhead Road,Chapleau,Chapleau Health Services,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
401 Smyth Road,Ottawa,Children's Hospital of Eastern Ontario,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
98 Shipley St,Clinton,Clinton Public Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
459 Hume Street,Collingwood,Collingwood General & Marine Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
840 McConnell Avenue,Cornwall,Cornwall Community Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
PO Box 2030,Chatham,Chatham-Kent Health Alliance,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
2200 Eglinton Avenue West,Mississauga,The Credit Valley Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
117 Banting Road,Deep River,Deep River and District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
58 Goodall Street,Dryden,Dryden Regional Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
61 5th Street,Englehart,Englehart & District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
825 McKinnon Drive,Espanola,Espanola Regional Hospital and Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
395 Carrie St.,Strathroy,Four Counties Health Services,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1112 St. Andrew’s Dr. P.O. Box 760,Midland,Georgian Bay General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
500 Hogarth Ave. W,Geraldton,Geraldton District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
20260 County Road 43,Alexandria,Glengarry Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
853 King Street West,Kitchener,Grand River Hospital Corporation,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
Box 1800 8th Street East,Owen Sound,Grey Bruce Health Services,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
235 Union Street East,Fergus,Groves Memorial Community Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
115 Delhi Street,Guelph,Guelph General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
206 John Street,Dunnville,Haldimand War Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
7199 Gelert Road,Haliburton,Haliburton Highlands Heath Services Corporation,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
30 Derry Road East,Milton,Halton Healthcare Services Corporation,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1200 Main Street West,Hamilton,Hamilton Health Sciences Corporation,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
90 7th Avenue,Hanover,Hanover & District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1111 Ghislain St.,Hawkesbury,Hawkesbury & District General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
150 Kilgour Road,Toronto,Holland Bloorview Kids Rehabilitation Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
100 Rolling Hills Dr,Orangeville,Headwaters Health Care Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"41, chemin du lac Ramsey Lake Road",Sudbury,Health Sciences North / Horizon Santé-Nord,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
150 Delhi Street,Guelph,Homewood Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"P.O. Box 70, 217 Turcotte Park Road",Mattawa,Hôpital de Mattawa Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1405 Edward Street,Hearst,Hôpital Notre-Dame Hospital (Hearst),http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
278 Fronts,Hornepayne,Hornepayne Community Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
555 University Ave.,Toronto,Hospital for Sick Children,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1030 Ouellette Avenue Room JM 2-813,Windsor,Hotel Dieu Grace Hospital Windsor,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
200 Church Street,Weston,Humber River Regional Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1230 North Shore Boulevard,Burlington,Joseph Brant Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
2675 Concession Road,Kemptville,Kemptville District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
76 Stuart Street,Kingston,Kingston General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
145 Government Road East,Kirkland Lake,Kirkland & District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
17 Government Road,Wawa,Lady Dunn Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
21 Sylvan St. W,Kenora,Lake of the Woods District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1 Hospital Court,Oshawa,Lakeridge Health,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
194 Talbot Street West,Leamington,Leamington District Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
8 Richmond Park Drive,Napanee,Lennox & Addington County General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
255 Elizabeth Street East,Listowel,Listowel Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
339 Windermere Road,London,London Health Sciences Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
10 Trench Street,Richmond Hill,Mackenzie Health,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
11 Meredith St,Little Current,Manitoulin Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1 Health Care Crescent,Manitouwadge,Manitouwadge General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
PO Box 1800381 Church Street,Markham,Markham Stouffville Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
20B Cartier Road,Terrace Bay,McCausland Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
713 Montreal Road,Ottawa,Montfort Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
600 University Avenue,Toronto,Mount Sinai Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
100 Frank Miller Drive,Huntsville,Muskoka Algonquin Healthcare,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
155 Ontario Street,St. Catharines,Niagara Health System,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
125 Hogan Road,Nipigon,Nipigon District Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
365 West Street,Simcoe,Norfolk General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
50 College Drive,North Bay,North Bay Regional Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
525 Dublin Street,Mount Forest,North Wellington Health Care Corporation,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
4001 Leslie Street,Toronto,North York General Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1000 DePalma Drive,Cobourg,Northumberland Hills Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
700 Gordon Street,Whitby,Ontario Shores Centre for Mental Health Sciences,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
170 Colborne Street West,Orillia,Orillia Soldier’s Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
501 Smyth Road,Ottawa,Ottawa Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
705 Mackay Street,Pembroke,Pembroke Regional Hospital Inc.,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
60 Cornelia Street West,Smiths Falls,Perth & Smiths Falls District Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1 Hospital Drive,Peterborough,Peterborough Regional Health Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
340 Union Street,Kingston,Providence Care,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
3276 St. Clair Avenue East,Toronto,Providence Health Care,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
80 Grand Avenue West,Chatham,Public General Hospital Society of Chatham,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
3045 Baseline Road,Ottawa,Queensway Carleton Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
265 Dundas Street East,Belleville,Quinte Health Care Corporation,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
#51 Highway 105,Red Lake,Red Lake Margaret Cochenour Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
76 Stuart Street,Kingston,Religious Hospitallers of Saint Joseph of the Hotel Dieu of Kingston,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
541 Glenridge Avenue,St. Catharines,Hotel Dieu Shaver Health and Rehabilitation Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"499 Raglan Street, North",Renfrew,Renfrew Victoria Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
110 Victoria Avenue,Fort France,Riverside Health Care Facilities Inc.,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
10 Angeline Street North,Lindsay,Ross Memorial Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
2867 Ellesmere Road,Toronto,Rouge Valley Health System,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
1145 Carling Avenue,Ottawa,Royal Ottawa Health Care Group,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
2 Bloor Street East,Toronto,Royal Victoria Regional Health Care,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
625 Runnymede Road,Toronto,Runnymede Healthcare Centre,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
750 Great Northern Road,Sault Ste. Marie,Sault Area Hospital,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"3030 Birchmount Road, M1W 3W3",Scarborough,"Scarborough Hospital, The Freedom of Information and Privacy Coordinator",http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"21 McGivern Street West, N0G 2V0",Walkerton,South Bruce Grey Health Centre Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"101 Progress Crescent, P5N 3H5",Kapuskasing,Sensenbrenner Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"P.O. Box 909, P8T 1B4",Sioux Lookout,Sioux Lookout Meno Ya Win Health Centre Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"107 Kelly Road, 219, P0L 2B0",Smooth Rock Falls,Smooth Rock Falls Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"596 Davis Drive, L3Y 2P9",Newmarket,Southlake Regional Health Centre Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"24 Huron Street West, N1M 1S2",Exeter,South Huron Hospital Association Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"30 The Queensway, M6R 1B5",Toronto,St. Joseph’s Health Centre Toronto Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"50 Charlton Avenue East, L8N 4A6",Hamilton,"St. Joseph’s Health care Center Hamilton Director, Health Information Management & Chief Privacy Officer",http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
